title,author,text,sum,sum_marysha
Plechový bubínek,Günter Grass,"Úspěšný román německého, v Gdaňsku narozeného prozaika, básníka a dramatika. Životní historie třicetiletého muže trpasličího vzrůstu s hrbem a nadměrně velkou hlavou, jakéhosi filozofujícího blázna, který jako chovanec psychiatrické léčebny bubnuje na plechový bubínek, někdejší svou hračku, a takto si vyvolává vzpomínky na svůj dřívější život. Autor pohledem tohoto skřeta (který je např. přesvědčen, že muž normální výšky trpí vedle něho komplexem velikosti) podává krvavou grotesku dnešního světa a zejména pak karikující obraz německé historie posledních desetiletí. Kritika označuje dílo za největší román poslední doby.","Román sleduje život trpasličího muže s hrbem, který v psychiatrické léčebně vzpomíná na svou minulost a skrze své groteskní pohledy na svět a německou historii kritizuje společnost.","To je příběh o třicetiletým trpaslíkovi s hrbem, co si na plechový bubínek hraje a vzpomíná na svůj život, přičemž ukazuje krutou grotesku a karikaturu německý historie."
Tanec skalpelů,Jenny Milewski,"Ve svých pětatřiceti letech dosáhl Jonas Lerman všeho, o čem se spisovateli může zdát. Jeho knihy o chirurgovi a vrahovi mladých dívek Carlu Cederfeldtovi jdou na dračku, fanynky stojí v zástupech a křesla všech televizních pořadů, ve kterých seděl, už ani nepočítá. Veškerou kritiku extrémního násilí ve svých románech zavrhuje s tím, že to všechno je jen jako.Až do dne, kdy už to jen jako není…Krok za krokem se Jonasův život proměňuje v nepochopitelnou noční můru a hranice mezi fikcí a realitou se pomalu stírá. Nakonec z jeho pohodlného života spisovatele zbývají jen děs, šílenství a umučené teenagerky. Zdá se, že Jonasova jediná šance na záchranu je najít odpověď na onu klasickou otázku, která se pokládá všem spisovatelům: „Kam na to všechno chodíte?“","Jonas Lerman, úspěšný spisovatel, se ocitá v noční můře, když se jeho fikce o vrahovi mladých dívek začíná prolínat s realitou, a musí čelit důsledkům svého násilného vyprávění, aby našel cestu zpět k normálnímu životu.","Jonas Lerman, co má pětatřicet, se stal slavnym spisovatelem, ale když se mu začnou splétat jeho vražedný příběhy s realitou, z jeho pohodlnýho života zbejvá jen děs a šílenství."
Můj nejmilejší suvenýr,Penelope Ward,"Moje plánovaná dovolená pro dva se nečekaně proměnila v osamělý výlet. Než abych se tím trápila, sbalila jsem kufry s pocitem, že týden v luxusním hotelu je přesně to, co potřebuju.Ale jako by jedna katastrofa nestačila, ocitla jsem se bez střechy nad hlavou, stejně jako stovky dalších lidí. Už to vypadalo, že místo vysněné dovolené budu spát na zemi v hotelové hale. Jenže pak jsem zaslechla, jak se jeden krasavec vydává za hosta, který dosud nedorazil, aby mohl využít jeho rezervaci.Když jsem se doslechla, že se jedná o dva pokoje, místo toho, abych ho prozradila, začala jsem dělat, že jsem jeho sestra. Tak začal příběh „Mila a Maddie“.Z bezvýchodné situace se náhle stalo dobrodružství. Můj falešný bratr mě několik dní prováděl okolím svého rodného města. Když nastal čas odjezdu, ani jednomu z nás se ještě nechtělo rozloučit.A tak místo toho, abychom se vrátili domů, vydali jsme se spolu na cestu autem. Z každé zastávky jsme si odvezli suvenýr na památku. Ale přestože to mezi námi jiskřilo, nikdy k ničemu nedošlo. Milo věděl, že se zrovna vzpamatovávám z rozchodu a nechtěl toho zneužít. Proto jsme se na konci výletu dohodli, že se sejdeme znovu za tři měsíce.Chtěla jsem se s ním znovu setkat. Ale když jsem se vrátila domů, realita na mě dopadla plnou vahou. A začala jsem se bát, že svého krásného neznámého ztratím navždy.Bude pro něj v mém životě místo? Nebo se vzpomínka na něj stane jen mým nejmilejším suvenýrem?","Hlavní postava se po nečekaném osamělém výletu do luxusního hotelu setká s tajemným mužem, s nímž prožije dobrodružství, ale po návratu domů se obává, že ho ztratí navždy, zatímco se snaží vyrovnat se svým nedávným rozchodem.","Měla sem naplánovanou dovolenó s někým, ale nakonec sem jela sama, potkala sem fešáka, co se vydával za hosta, a místo abych ho práskla, začla sem hrát jeho ségru, a tak z toho vzešlo dobrodružství, co sme si užívali, ale nakonec sme se dohodli, že se za tři měsíce sejdem, jenže po návratu domů sem se začala bát, že ho ztratím navždy."
Maorčina píseň,Sarah Lark,"2. díl rodinné ságy z Nového Zélandu.Z hrdinek prvního dílu jsou zralé ženy. Helen vede ve Queenstownu penzion, Gwyn žije s Jamesem na Kiwardu. Hlavními postavami pokračování rodinné ságy z Nového Zélandu jsou jejich vnučky. Temperamentní, trochu naivní Elaine zdědila po babičce Gwyneiře lásku ke koním, vášnivá a sobecká Kura po maorské matce pěvecké nadání. Každá je úplně jiná, ale obě se zamilují do jednoho muže, záhadného Ira Williama Martyna. Ze souboje o jeho lásku vychází vítězně Kura, Elaine se později provdá za bohatého farmáře. V manželství není šťastná ani jedna z nich, když se po čase zase setkají, jsou ve stejně ponižujícím postavení, ale vzájemné nepřátelství překonat nedokážou.","Druhý díl rodinné ságy z Nového Zélandu sleduje osudy vnuček Helen a Gwyn, Elaine a Kury, které se zamilují do stejného muže, přičemž jejich rivalita a nešťastná manželství je nakonec svedou zpět k sobě, ale nedokážou překonat vzájemné nepřátelství.","V tomhle díle se vnučky dvou babiček z Nového Zélandu, co se zamilovaly do jednoho chlapa, snažijó vyrovnat s láskou a nešťastným manželstvím, ale nakonec se stejně nemůžou snést."
"Dewey: Kocour z knihovny, který okouzlil celý svět",Vicki Myron,"Jedno chladné zimní ráno jde Vicki, vedoucí malé iowské knihovny, vybrat ze schránky vrácené knihy a objeví v ní droboučké, na kost promrzlé kotě, které tam někdo předešlou noc vhodil. Vytáhne zubožené zvířátko z hromady těžkých svazků, a jakmile se jí schoulí do náruče, je rozhodnuto. Kocourek pojmenovaný Dewey podle slavného amerického knihovníka se stane trvalým inventářem knihovny. Jak moc může nějaké zvíře ovlivnit osudy lidí? A dokáže opuštěné kotě změnit život jedné malé knihovny, pozvednout tradiční americké městečko a nakonec se ještě proslavit po světě? Deweymu se to rozhodně podařilo. Postupně si získal srdce velkých i malých čtenářů – ať už to byla postižená holčička na vozíčku, osamělý starý pán, jemuž nedávno zemřela manželka, nebo spolek genealogů, kteří se v knihovně pravidelně scházeli na schůze. Jeho jedinečný dar umožnit lidem zapomenout na starosti se projevil i v případě samotné Vicki. Protože ani ona neměla v životě zrovna na růžích ustláno. Zažila ztrátu rodinné farmy, manželství s alkoholikem, měla vážné zdravotní problémy a při tom všem ještě sama vychovávala dceru. I jí Dewey pomohl najít životní rovnováhu a dívat se na věci s nadhledem. Devatenáct let rozdával radost svým nadšením, laskavostí, skromností (tedy alespoň na kočičí poměry) a především svým šestým smyslem, díky němuž uměl přesně odhadnout, kdo ho v danou chvíli potřebuje nejvíc. Jeho sláva se šířila od města k městu, od jednoho amerického státu ke druhému a nakonec pronikla do celého světa, jak dokládá skutečnost, že si ho přišla nafilmovat delegace až z Japonska. O zázračném kocourkovi vycházely články v novinách, návštěvnost knihovny rostla, a s tím i dotace od městské rady. Z Deweyho se vyklubalo něco víc než pouhý roztomilý zvířecí kamarád; pro obyvatele obyčejného farmářského městečka v srdci Spojených států, které se právě zvolna vzpamatovávalo z nejhorší krize ve své historii, se stal zdrojem pýchy a hrdosti. Když v roce 2006 zemřel, oplakávaly ho doslova tisíce lidí. Avšak jeho odkaz žije dál, jak dokládá tato kniha, která se po vydání stala okamžitě světovým bestsellerem. Prodalo se jí kolem milionu výtisků, práva koupilo téměř třicet zemí a jeho osud zaujal natolik, že se chystá i filmová verze. Jeho příběh totiž dokazuje, že pocit sounáležitosti mezi lidmi ani laskavost kupodivu v dnešním bláznivém světě dosud nevymřely.","Kniha vypráví příběh o kocourkovi Deweym, který byl nalezen v knihovně a svým jedinečným způsobem pomohl změnit životy lidí v malém městečku v Iowě, přičemž se stal symbolem naděje, laskavosti a sounáležitosti, což vedlo k jeho celosvětové slávě a trvalému odkazu.","Na chladným zimním ránu našla Vicki v knihovně promrzlý kotě, co se jmenovalo Dewey, a to jí i celému městečku změnilo život a přineslo radost, až se z něj stal celebrita po celém světě."
Setkání s cizincem,Lisa Kleypas,"Doktorka Garrett Gibsonová předběhla svou dobu a stala se jedinou lékařkou v Anglii v poslední čtvrtině devatenáctého století. Je smělá a nezávislá jako muž – proč by si neměla užívat i stejných radostí? Přesto ji milostný poměr nikdy nelákal, až do nynějška. Ethan Ransom, bývalý detektiv Scotland Yardu, je stejně udatný jako tajnůstkářský; povídá se o něm, že je nájemný zabiják, ale komu ve skutečnosti slouží, je záhadou. Na jedinou krásnou noc podlehnou silné vzájemné přitažlivosti, aby se z nich ráno opět stali cizinci.Ethan se nezajímá o vznešenou společnost, ale krásná a smělá Garrett ho uchvacuje. Navzdory slibu, že se budou po prchavé společné noci jeden druhému vyhýbat, se záhy stanou účastníky nebezpečného dobrodružství. Když se Ethanova mise pokazí, musí Garrett vynaložit veškeré své schopnosti i kuráž na jeho záchranu. V boji proti hrozbě velezrádného vládního spiknutí je Ethan ochoten riskovat pro lásku nejzajímavější ženy, jakou kdy poznal, všechno a cokoli.","Doktorka Garrett Gibsonová, jediná lékařka v Anglii v devatenáctém století, se zaplete do nebezpečného dobrodružství s tajemným Ethanem Ransomem, bývalým detektivem, když se jejich vzájemná přitažlivost promění v lásku a společně čelí vládnímu spiknutí.","Doktorka Garrett, co je jediná ženská lékařka v Anglii, se do milostnýho poměru s tajemným Ethanem, co je možná nájemnej zabiják, dostane a pak spolu musí čelit nebezpečnýmu spiknutí, když se mu něco pokazí."
Škola hrůzy,Thomas Brezina,"Pohřbené tajemství... Jupiterova nová škola je učiněný dům hrůzy: školník kope ve sklepě hrob, ředitel údajně preparuje vlastní žáky a Jupovi spolužáci jako by snad ani nebyli z tohoto světa. Jup začne brzy tušit, že všechno souvisí s děsivým tajemstvím, které je skryté hluboko pod školní budovou. Navzdory všem varováním se Klub záhad rozhodne sestoupit do dávno zapomenutého sklepa... Klub záhad zahajuje pátrání. A ty jsi při tom!","Jupiter a jeho Klub záhad se vydávají na nebezpečné pátrání po děsivém tajemství skrytém ve sklepě hrůzostrašné školy, kde se dějí podivné a znepokojivé věci.","Jup a jeho kámoši se v Jupiterově škole dostanou do pěknýho průšvihu, když zjistí, že tam pod školou je nějaký děsivý tajemství a rozhodnou se to prozkoumat, i když je všichni varujou."
Poslední bitva,C. S. Lewis,"Narnie… kde lež plodí strach… kde oddanost prochází těžkou zkouškou… kde se všechny naděje zdají ztracené… V posledních dne své existence Narnie prožívá nejtěžší boj – nikoli proti útočníku zvenčí, ale proti nepříteli z vlastních řad. V zemi se rozmáhají lži a faleš a pouze král spolu s hrstkou oddaných může zabránit zničení všeho, co je jim tak drahé v krásné a tajuplné zemi Narnii.","V knize se odehrává poslední boj Narnie, kde král a jeho věrní čelí vnitřnímu nepříteli, který ohrožuje jejich svět lží a faleší.","V Narnii, kde se plodí strach a lži, bojuje král s pár věrnými proti zničení všeho, co maj rádi."
Právo první noci,Vlastimil Vondruška,"Během cesty po Moravě se panoš Ota setká se svou vzdálenou sestřenicí Miladou ze Zástřizlí. Je zoufalá a prosí ho o pomoc. Žije s rodiči na Krakovci nedaleko Prostějova, kde se v poslední době stalo několik podivných událostí, které vyvrcholily vraždou jejího snoubence. Co je však nejhorší, z jeho smrti podezírají ji. Panoš Ota se obrátí na svého pána, ale ten nemá chuť a ani pravomoc tu vyšetřovat. Jenže pak dojde k pokusu unést Miladu. To Oldřicha z Chlumu přesvědčí, že nejde o obyčejný zločin. Společně začnou rozplétat neuvěřitelný příběh, jehož nitky vedou hluboko do minulosti.","Panoš Ota se na cestě po Moravě setká se svou sestřenicí Miladou, která ho prosí o pomoc při vyšetřování vraždy jejího snoubence a podivných událostí, které ji podezírají, a společně s jeho pánem Oldřichem z Chlumu odhalují temné tajemství sahající do minulosti.","Panoš Ota se na Moravě potká se svou sestřenicí Miladou, co ho prosí o pomoc, páč jí podezírají z vraždy snoubence a pak se do toho zamotá pokus o únos, co je přesvědčí, že to je víc než obyčejný zločin."
Cinder & Ella,Kelly Oram,"Ellin život není žádná pohádka. Před necelým rokem ztratila matku při autonehodě, z níž sama vyvázla vážně zraněná. Svého otce léta neviděla a teď se musí přestěhovat k jeho nové rodině. Jediný, kdo jí rozumí, je Cinder, s nímž se už roky přátelí přes internet, ale s kterým se nikdy nesetkala. Ví, že je vtipný, chytrý a stejný knihomol jako ona. Netuší však, že Cinder je jeden z nejslavnějších hollywoodských herců, který navíc hraje prince v jejím nejoblíbenějším filmu. Změní se teď konečně Ellin život v pohádku?Kelly Oram přináší emotivní převyprávění nesmrtelné pohádky o Popelce.","Ellin život se po tragické ztrátě matky a přestěhování k otci komplikuje, ale její přátelství s tajemným Cinderem, který je ve skutečnosti slavným hercem, jí může přinést naději na šťastnější budoucnost.","Ellin život je samá patálie, ztratila mámu, stěhuje se k otci, co ho léta neviděla, a jediný, kdo jí rozumí, je Cinder, co je vlastně slavnej herec a ona o tom nemá ani páru."
Král Krysa,China Miéville,"Každá legenda má svůj počátek… …najděte počátek legendy zvané China Miéville.Něco se probouzí v londýnské temnotě, v prachu a krvi se dere ze svého území. Něco zabilo Saulova otce a Saul teď má za tento zločin zaplatit. Ale do Saulovy cely vnikne stín městského odpadu a odvede ho na svobodu. Stín jménem Král Krysa. V temné území za fasádou Londýna, ve stokách a slumech a pustých prohnilých místech, se musí Saul naučit svou opravdovou přirozenost. Groteskní vražedný rock města jako výuka. Mysteriózní síly se připravují na rozhodující boj. S drum'n'bassem dunícím v uličkách Saul konfrontuje svůj bizarní odkaz – ve vykřičených částech jižního Londýna, v srdci temnoty, na shromáždění Junglist Terroru. Jak říkají DJs? Je čas Zlýho!Román Král Krysa je svěžím a nestárnoucím debutem Chiny Miévilla, podle mnohých nejdůležitějšího spisovatelského objevu na fantastické scéně počátku 21. století. Po zásluze získanou pověst stvrzuje i rané dílo z roku 1998, kritika již tehdy nešetřila chválou na tento ponurý fantastický příběh, jehož děj se odehrává v ulicích nočního Londýna. Město zde ožívá a dýchá temnou atmosférou, lákavou a nebezpečnou, prodchnutou dávnými mýty, na které nelze zapomenout. S knihou raději nevycházejte ven po setmění, v okolních stínech by vás mohlo potkat cosi děsivého…","Román ""Král Krysa"" od Chiny Miévilla sleduje příběh Saula, který se po vraždě svého otce ocitá v temném podsvětí Londýna, kde se setkává s groteskními bytostmi a odhaluje svou pravou podstatu v boji proti tajemným silám.","V knížce Král Krysa se mladý Saul snaží zjistit pravdu o vraždě svýho otce, když ho z temnýho Londýna vysvobodí tajemnej stín, a v temnejch stokách se musí postavit svýmu bizarnímu dědictví a nebezpečným silám, co se chystajó na rozhodující boj."
Touha,Helen Hardt,"Mladou právničku Jade Robertsovou opustil ženich v den svatby. Ponížení ji pálí, a tak hledá útěchu na coloradském ranči své nejlepší kamarádky Marjorie Steelové. Vůbec nečeká, že ji začne přitahovat Marjoriin zamlklý, odtažitý bratr Talon. Jakmile ji navíc nádherný kovboj políbí, je Jade ztracená…Talon Steel je zlomený, hluboce raněný muž. Nikdy se plně nezotavil z následků hrozného trýznění a mučení, kterému byl vystaven v dětství, a tak žije jen ze dne na den a bere si od žen, co mu samy nabízejí. Na oplátku jim nic nevrací. Ovšem jen do chvíle, kdy mu do života vtrhne Jade. Je krásná, milá a štědrá a jeho touha po ní se změní v posedlost – až se Talon začne bát, že tak silnou touhu nedokáže nikdy uhasit.Mezi oběma milenci zahoří spalující vášeň… ale Talona i Jade pronásledují dlouho pohřbená tajemství a je možné, že je nakonec rozdělí.","Mladá právnička Jade Robertsová, po opuštění ženichem, nachází útěchu na ranči své kamarádky, kde se zamiluje do jejího bratra Talona, který se potýká s vlastními démony z minulosti, což komplikuje jejich vášnivý vztah plný tajemství.","Jade, co ji ženich v den svatby opustil, se snaží zapomenout na bolest na ranči kamarádky, ale nakonec se zamiluje do jejího bratra Talona, co má svý vlastní tajemství a rány z dětství, a mezi nima to začne jiskřit, až se bojí, že je rozdělí minulost."
Narcis a Goldmund,Hermann Hesse,"Nové, samostatné vydání lyrizovaného románu z roku 1930. Ústřední dvojice postav této knihy symbolizuje základní antinomii Hessova díla: protiklad člověka duchovního a člověka smyslového, protiklad etického a estetického, protiklad postoje myslitelského a postoje uměleckého. Tento spor „ducha a těla“, reprezentovaný mnichem Narcisem a nadaným umělcem Goldmundem, zůstává nerozřešen.","Lyrizovaný román z roku 1930 zkoumá protiklad mezi duchovním a smyslovým člověkem prostřednictvím postav mnicha Narcise a umělce Goldmunda, přičemž jejich konflikt zůstává nevyřešen.","V té knížce se točí kolem dvou postav, co symbolizujó spor mezi duchovním a smyslovým člověkem, a nakonec to zůstává nerozřešený, jak se to mezi mnichém Narcisem a umělcem Goldmundem vyvíjí."
"Inzerát na dům, ve kterém už nechci bydlet",Bohumil Hrabal,"Knížka sedmi povídek (Kafkárna, Divní lidé, Anděl, Ingot a ingoti, Zrada zrcadel, Prokopnutý buben, Krásná Poldi), o níž říká autor sám, že „je konstatováním jisté situace, která se nazývá 'obdobím kultu osobnosti'“. Zdůrazňuje, že v ní nelze hledat jen odsouzení, neboť připomíná i lidi, kteří „se neodcizili základnímu domovnímu řádu lidského bydlení a kteří už byli hrdinové tím, že nepropadli sémantickému zmatku, ale nazývali věci a události správnými jmény a znaky“.","Kniha sedmi povídek zkoumá období kultu osobnosti a ukazuje jak negativní, tak pozitivní aspekty lidského chování, přičemž vyzdvihuje hrdiny, kteří se dokázali vyhnout sémantickému zmatku a zachovali si jasnost v pojmenovávání reality.","Knížka je o sedmi povídkách, co ukazujó, jak se lidi v období kultu osobnosti chovajó, a že někteří z nich se neztratili a pořád vědí, co je správný."
Šibumi,Trevanian,"Trevanianův román (Shibumi, 1979) nepřestal být od svého prvního vydání ve Spojených státech bestsellerem a stal se ve svém žánru klasickým a kultovním dílem. Nabízí čtenáři nejen vynikající literaturu, ale je to rovněž román, který skutečně může změnit váš život. Trevanian je pseudonym, za nímž se skrývá vysokoškolský profesor historie, což vysvětluje řadu popisovaných historických událostí a detailů, politických souvislostí a pohledů, filozofickou hloubku a zeměpisnou i časovou šířku záběru hodnou moderního renesančního umělce. Byla by škoda prozradit dopředu cokoli o příběhu či hlavním hrdinovi románu, jenž je tak perfektně vystavěný podle pravidel japonské hry go. Právě tato postava se v textu zjevuje postupně – pomalu i náhle, drasticky i zázračně, komicky i smutně. Čtenáři nezbývá, než aby spolu s hlavním hrdinou dosáhl onoho úžasného duchovního stavu nazývaného šibumi.","Román ""Shibumi"" od Trevaniana je kultovní dílo, které kombinuje vynikající literaturu s historickými a filozofickými prvky, a sleduje cestu hlavního hrdiny k dosažení duchovního stavu šibumi.","Trevanianův román Shibumi je taková pecka, co ti může změnit život a je to klasika, co se neomrzí, a hlavní hrdina tě provede cestou k úžasnému duchovnímu stavu šibumi."
Jestli to řekneš...,Gregg Olsen,"I po více než deseti letech jako by se sestrám Nikki, Sami a Tori Knotekovým při zaslechnutí slova „maminka“ zaryly do srdce dravčí pařáty. Pokaždé spustí lavinu vzpomínek, které byly od dětství jejich tajemstvím. Až dosud.Za zavřenými dveřmi venkovského domu v Raymondu ve státě Washington byla děvčata po celá léta vystavena nepředstavitelně hrubému zacházení, ponižování, týrání a psychickému teroru ze strany jejich matky Shelly. Výheň tohoto pekla ukovala mezi Nikki, Sami a Tori nesmírně pevné pouto, díky němuž byly zranitelné daleko méně, než se Shelly domnívala. Ačkoliv jiní v její zvrácené pavučině uvízli, dcery v sobě našly sílu a odvahu uniknout stupňující se noční můře, jež vyvrcholila sérií vražd.Kniha Jestli to řekneš… je mučivou a srdcervoucí výpovědí obětí čirého zla – a příběhem jak o něm, tak o svobodě a spravedlnosti, které si Nikki, Sami a Tori vybojovaly s nasazením života. Navždy sestry, oběti už nikdy víc – objevily světlo v temnotě, díky němuž se staly tím, čím jsou dnes – houževnatými ženami, milujícími, milovanými a kráčejícími dál vlastní cestou.","Kniha ""Jestli to řekneš…"" vypráví o traumatizujícím dětství sester Nikki, Sami a Tori Knotekových, které byly vystaveny brutálnímu týrání ze strany matky, a o jejich odvážném útěku a cestě k uzdravení a svobodě.","Knížka ""Jestli to řekneš…"" vypráví o sestrách Nikki, Sami a Tori, co po letech týrání od matky našly sílu se vymanit z pekla a staly se z nich houževnatý ženy, co si vybojovaly svobodu a spravedlnost."
Kód růže,Kate Quinn,"Rok 1940. Zuří druhá světová válka a Británie se připravuje k boji s nacistickým Německem. V zámečku Bletchley Park je založeno speciální kryptografické pracoviště, kde se ty nejbystřejší hlavy učí dešifrovat tajné informace nepřátelských vojsk. Energická Osla, dívka z dobré rodiny, je krásná a bohatá a zdánlivě jí nic nechybí. V hloubi duše však touží prokázat své schopnosti a inteligenci. Naopak neústupná Mab pochází z chudé londýnské čtvrti a touží si především najít výhodné manželství. Domácnosti blízko Bletchley Parku, které mají volné pokoje, u sebe musejí z nařízení vlády ubytovat zaměstnance kryptologického štábu, a tak se tyto dvě zdánlivě odlišné dívky ocitnou v jednom pokoji. Při práci se spřátelily, ale stačila malá roztržka a přátelství vzalo za své.Uplyne několik let, je rok 1947 a v Británii se chystá svatba královny Alžběty s princem Filipem. Beth žije uvězněná v psychiatrické léčebně, protože se údajně „zhroutila“. Ve skutečnosti byla nespravedlivě obviněna a zná temné tajemství – že v Bletchley Parku působil zrádce. A právě ten se postaral, aby byla „uklizena“ do ústavu. Na světě existují jen dva lidé, jimž Beth důvěřuje natolik, aby se na ně obrátila s prosbou o pomoc. A tak se nakonec dávné přítelkyně opět setkávají, tentokrát aby společně pachatele dopadly.Děj knihy vychází ze skutečných událostí.","Kniha sleduje příběh dvou odlišných dívek, Osly a Mab, které se během druhé světové války setkávají v Bletchley Parku, kde se snaží dešifrovat tajné informace, a po letech se znovu spojí, aby odhalily zrádce, který ohrozil jejich životy a přátelství.","V knížce se vypráví o dvou holkách, co se v době druhý světový války potkaly v Bletchley Parku, jedna je bohatá a druhá chudá, a po letech se zas sejdou, aby odhalily zrádce, co je dostal do problémů."
Marťan,Andy Weir,"Je nejslavnějším mužem na Zemi. Má to však háček: není na Zemi…Před šesti dny se Mark Watney jako jeden z prvních lidí prošel po Marsu. Teď je přesvědčený, že bude prvním člověkem, který tam zemře. Málem zahynul v prašné bouři a zbytek jeho posádky odletěl v domnění, že je mrtvý. Mark nemá jak odeslat zprávu, že přežil. A i kdyby se s lidmi na Zemi spojit dokázal, zásoby mu dojdou mnohem dřív, než by stačila dorazit pomoc. Mark se však nevzdává. Vyzbrojen pouze svým důvtipem, technickými dovednostmi a nevyčerpatelným smyslem pro humor, který se pro něj stane nejcennějším zdrojem síly, se pouští do tvrdošíjného boje o přežití. Jak zdolává jednu zdánlivě nepřekonatelnou překážku za druhou, začíná věřit, že by na cizí planetě přece jen mohl obstát. Jenže Mars mu ještě přichystá nejedno překvapení…Strhující, podmanivý a přesvědčivý příběh o lidské nezdolnosti a vynalézavosti tváří v tvář beznadějné situaci obletěl celý čtenářský svět a ve všech zemích, kde vychází, sklízí nadšený ohlas. Zaujal i filmové tvůrce, režisér Ridley Scott točí adaptaci s Mattem Damonem v hlavní roli.","Mark Watney, astronaut uvězněný na Marsu po nehodě, bojuje o přežití s omezenými zdroji a vynalézavostí, zatímco se snaží najít způsob, jak kontaktovat Zemi a zachránit se.","Mark Watney, co se na Marsu ocitnul sám a myslí, že umře, se nevzdává a bojuje o přežití s humorem a důvtipem, i když mu Mars chystá samý překvapení."
Udělala jsem chybu,Paula Daly,"Jsou věci, o kterých se ve slušné společnosti nemluví. Jako třeba schvalování prostituce. Stejně tak jsou věci, které se ve slušné společnosti nedělají. Jako třeba mít sex s manželem kamarádky své sestry. Jenže fyzioterapeutka Roz je osamělá matka – a je zoufalá. Její podnikání zkrachovalo, tíží ji dluhy, kam se podívá, a musí vysvětlovat svému malému synovi, proč nemají žádné peníze, i když tráví tolik času v práci, a proč jim zrovna někdo odstěhoval všechen nábytek.Teď ale dostala nečekanou nabídku od cizího člověka, kterému se líbí. Za jednu společnou noc jí zaplatí tolik, že se Roz může znovu postavit na nohy. Roz nevidí jinou možnost než přijmout. I když se právě seznámila s velmi sympatickým mužem a ví, že pouští do hodně nebezpečného podniku.Na motivy autorčiných románů, odehrávajících se v okolí jezera Windermere, natočila v roce 2019 britská televize ITV šestidílnou sérii Deep Water.","Kniha sleduje osudy osamělé matky Roz, která se ocitá v zoufalé finanční situaci a rozhodne se přijmout nebezpečnou nabídku na prostituci, aby zajistila lepší život pro sebe a svého syna.","Roz, osamělá matka s dluhama, se dostane do nebezpečný situace, když přijme nabídku na placenou noc od cizího chlapa, aby zachránila sebe a svého syna."
Strážci dobra,Michaela Burdová,"Vydejte se za dobrodružstvím do Lilandgarie, země posvátných jednorožců! Jednorožci jsou ztělesněním dobra, a dokud drží pohromadě, nemá zlo šanci zmocnit se vlády. Jeden z jednorožců se však ztratí a dobro je narušeno. Černý čaroděj chce ovládnout celou Lilandgarii. Vypouští z temnoty odporné nestvůry a snaží se najít ztraceného jednorožce, aby zničil dobro jednou provždy a osvobodil z hlubin temnot nejmocnějšího démona všech věků a světů. Do Lilandgarie se proto vracejí elfové, aby pomohli zachránit dobro a opět nastolit rovnováhu světa.1. vydání.","V Lilandgarii, zemi posvátných jednorožců, se dobro ocitá v ohrožení poté, co se ztratí jeden z jednorožců, což vyvolá útok černého čaroděje, který se snaží ovládnout svět a osvobodit mocného démona, a elfové se vracejí, aby pomohli obnovit rovnováhu.","V Lilandgarii, kde žijó posvátný jednorožci, se zlo snaží ovládnout svět, když se jeden z jednorožců ztratí a černý čaroděj vypouští odporný nestvůry, ale elfové se vracejí, aby dobro zachránili a rovnováhu nastolili."
Byla jsem otrokyní,Mende Nazer,"Jde o skutečný příběh dívky z černošského domorodého kmene Nuba ze Súddánu. Mende v něm popisuje nejen své idylické dětství v horské vesnici primitivního kmene, ale i brutální zvyky jakou je například obřízka. Její tragický osud se naplnil ve chvíli kdy vesnici přepadli nájezdníci, pochytali děti a odvlekli je na trh s otroky. Mende stráví v otroctví osm let. Rodina, u níž otročí se vrací do Anglie. Zde se Mende s pomocí súddánské komunity podaří utéct. Avšak těžkosti při získávání azylu a strasti života z daleka neodpovídají jejím snům.","Kniha vypráví skutečný příběh Mende, dívky z černošského kmene Nuba, která prožila idylické dětství, ale po přepadení vesnice byla unesena a strávila osm let v otroctví, než se jí podařilo utéct do Anglie, kde čelila dalším obtížím při hledání azylu.","To je příběh Mende, dívky z kmene Nuba, co prožila idylický život, ale pak ji vzali do otroctví a po letech se snažila utéct do Anglie, kde zjistila, že život tam je mnohem těžší, než si myslela."
Nebezpečně krásný,Melissa Marr,"Málokdo z obyvatel Huntsdalu tuší, že existuje ještě jiný svět, svět elfů a víl. Svět plný tajemství a nebezpečí, který je smrtelníkům zapovězený.Aislinn vidí víly od narození, ale nikdy netušila, že ve světě éterických bytostí, před nimiž celý život utíká, bude muset sehrát zásadní roli. Vše se pro ni změní v okamžiku, kdy se setká s Keenanem, letním králem. Ten v ní spatří svou královnu, kterou marně hledá již tisíc let. S její pomocí má zachránit svět letních elfů i lidí před zlovůlí kruté zimní královny. Najde v sobě Aislinn dostatek odvahy, aby podstoupila osudovou zkoušku? Bude ochotná riskovat vlastní život, aby pomohla nebezpečně krásnému elfovi, kterého ani nezná?","Aislinn, která od narození vidí víly, se ocitá ve světě elfů a víl, kde se setkává s letním králem Keenananem, a musí se rozhodnout, zda riskovat svůj život, aby mu pomohla zachránit oba světy před zlovůlí zimní královny.","Aislinn, co vidí víly, se náhodou zaplete do světa elfů a víl, kde musí pomoct letnímu králi Keenanovi zachránit oba světy před zlovůlí zimní královny, ač se bojí o svůj život."
